seed,release,target,split,audit_budget,saved_loss,saved_candidate,fresh_loss,fresh_candidate,catchup_loss,catchup_candidate,pooled_loss,pooled_candidate
0,E_rho0p1_C,RAC1P,validation,120,1.2113072179152673,saved_adversary,1.2482646458131634,mlp_0,1.21004844544999,catchup,1.21004844544999,catchup
0,E_rho0p1_C,RAC1P,validation,360,1.2113072179152673,saved_adversary,1.2482646458131634,mlp_0,1.21004844544999,catchup,1.21004844544999,catchup
0,E_rho0p1_C,RAC1P,development_evaluation,120,1.2158051640530319,saved_adversary,1.230163078164449,mlp_0,1.2101468107168447,catchup,1.2101468107168447,catchup
0,E_rho0p1_C,RAC1P,development_evaluation,360,1.2158051640530319,saved_adversary,1.230163078164449,mlp_0,1.2101468107168447,catchup,1.2101468107168447,catchup
0,E_rho0p1_C,RAC1P,validation_person_weighted,120,1.2385456500444394,saved_adversary,1.2568039204852501,mlp_0,1.224391707162241,catchup,1.224391707162241,catchup
0,E_rho0p1_C,RAC1P,validation_person_weighted,360,1.2385456500444394,saved_adversary,1.2568039204852501,mlp_0,1.224391707162241,catchup,1.224391707162241,catchup
0,E_rho0p1_C,RAC1P,development_evaluation_person_weighted,120,1.2001592934200647,saved_adversary,1.212260526629277,mlp_0,1.1930496379934576,catchup,1.1930496379934576,catchup
0,E_rho0p1_C,RAC1P,development_evaluation_person_weighted,360,1.2001592934200647,saved_adversary,1.212260526629277,mlp_0,1.1930496379934576,catchup,1.1930496379934576,catchup
0,E_rho0p1_D,SEX,validation,120,0.6650345295631176,saved_adversary,0.6744434002262027,mlp_0,0.652558523427906,catchup,0.652558523427906,catchup
0,E_rho0p1_D,SEX,validation,360,0.6650345295631176,saved_adversary,0.6744434002262027,mlp_0,0.652558523427906,catchup,0.652558523427906,catchup
0,E_rho0p1_D,SEX,development_evaluation,120,0.6728146733513678,saved_adversary,0.6813154850551808,mlp_0,0.6627809346479409,catchup,0.6627809346479409,catchup
0,E_rho0p1_D,SEX,development_evaluation,360,0.6728146733513678,saved_adversary,0.6813154850551808,mlp_0,0.6627809346479409,catchup,0.6627809346479409,catchup
0,E_rho0p1_D,SEX,validation_person_weighted,120,0.6588622392650343,saved_adversary,0.6763692114661777,mlp_0,0.6545724281511122,catchup,0.6545724281511122,catchup
0,E_rho0p1_D,SEX,validation_person_weighted,360,0.6588622392650343,saved_adversary,0.6763692114661777,mlp_0,0.6545724281511122,catchup,0.6545724281511122,catchup
0,E_rho0p1_D,SEX,development_evaluation_person_weighted,120,0.6700700774288071,saved_adversary,0.6844561268203667,mlp_0,0.6639960782101121,catchup,0.6639960782101121,catchup
0,E_rho0p1_D,SEX,development_evaluation_person_weighted,360,0.6700700774288071,saved_adversary,0.6844561268203667,mlp_0,0.6639960782101121,catchup,0.6639960782101121,catchup
0,E_rho0p1_D,RAC1P,validation,120,1.2149949245128695,saved_adversary,1.250664561707042,mlp_0,1.2137730381803316,catchup,1.2137730381803316,catchup
0,E_rho0p1_D,RAC1P,validation,360,1.2149949245128695,saved_adversary,1.250664561707042,mlp_0,1.2137730381803316,catchup,1.2137730381803316,catchup
0,E_rho0p1_D,RAC1P,development_evaluation,120,1.2188710842704662,saved_adversary,1.2329434132225683,mlp_0,1.2124576043399409,catchup,1.2124576043399409,catchup
0,E_rho0p1_D,RAC1P,development_evaluation,360,1.2188710842704662,saved_adversary,1.2329434132225683,mlp_0,1.2124576043399409,catchup,1.2124576043399409,catchup
0,E_rho0p1_D,RAC1P,validation_person_weighted,120,1.2403829054843907,saved_adversary,1.2585241978156325,mlp_0,1.2267408498094312,catchup,1.2267408498094312,catchup
0,E_rho0p1_D,RAC1P,validation_person_weighted,360,1.2403829054843907,saved_adversary,1.2585241978156325,mlp_0,1.2267408498094312,catchup,1.2267408498094312,catchup
0,E_rho0p1_D,RAC1P,development_evaluation_person_weighted,120,1.2053149907802805,saved_adversary,1.2138100857965244,mlp_0,1.1945460237226466,catchup,1.1945460237226466,catchup
